Flow ID,Src IP,Dst IP,Src Port,Protocol,Timestamp,Destination Port,Flow Duration,Total Fwd Packet,Total Bwd packets,Total Length of Fwd Packet,Total Length of Bwd Packet,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWR Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Fwd Segment Size Avg,Bwd Segment Size Avg,Fwd Header Length.1,Fwd Bytes/Bulk Avg,Fwd Packet/Bulk Avg,Fwd Bulk Rate Avg,Bwd Bytes/Bulk Avg,Bwd Packet/Bulk Avg,Bwd Bulk Rate Avg,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,FWD Init Win Bytes,Bwd Init Win Bytes,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
10.0.2.15-132.213.202.32-51662-53-17,10.0.2.15,132.213.202.32,51662,17,25/02/2024 08:33:17 p.m.,53.0,8878.0,1.0,1.0,55.0,147.0,55.0,55.0,55.0,0.0,147.0,147.0,147.0,0.0,22752.872268528947,225.27596305474205,8878.0,0.0,8878.0,8878.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,112.63798152737102,112.63798152737102,55.0,147.0,85.66666666666667,53.11622476544557,2821.3333333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,128.5,55.0,147.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,73.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,1708911197943042.0,0.0,1708911197943042.0,1708911197943042.0,BENIGN
10.0.2.15-132.213.202.32-56486-53-17,10.0.2.15,132.213.202.32,56486,17,25/02/2024 08:33:17 p.m.,53.0,3815.0,1.0,1.0,42.0,99.0,42.0,42.0,42.0,0.0,99.0,99.0,99.0,0.0,36959.370904325035,524.2463958060289,3815.0,0.0,3815.0,3815.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,262.12319790301444,262.12319790301444,42.0,99.0,61.0,32.90896534380867,1083.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,91.5,42.0,99.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,49.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,1708911197815245.0,0.0,1708911197815245.0,1708911197815245.0,BENIGN
10.0.2.15-132.213.202.32-55880-53-17,10.0.2.15,132.213.202.32,55880,17,25/02/2024 08:33:17 p.m.,53.0,4754.0,1.0,1.0,40.0,68.0,40.0,40.0,40.0,0.0,68.0,68.0,68.0,0.0,22717.711400925535,420.6983592763988,4754.0,0.0,4754.0,4754.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,210.3491796381994,210.3491796381994,40.0,68.0,49.333333333333336,16.165807537309522,261.33333333333337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,74.0,40.0,68.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,34.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,1708911197814356.0,0.0,1708911197814356.0,1708911197814356.0,BENIGN
10.0.2.15-142.251.41.67-46346-443-6,10.0.2.15,142.251.41.67,46346,6,25/02/2024 08:33:23 p.m.,443.0,14479.0,2.0,2.0,39.0,39.0,39.0,0.0,19.5,27.577164466275352,39.0,0.0,19.5,27.577164466275352,5387.112369638787,276.2621728019891,4826.333333333334,7634.371836198007,13633.0,83.0,14479.0,14479.0,0.0,14479.0,14479.0,13633.0,13633.0,0.0,13633.0,13633.0,1.0,0.0,0.0,0.0,40.0,40.0,138.13108640099455,138.13108640099455,0.0,39.0,23.4,21.361179742701477,456.29999999999995,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,1.0,29.25,19.5,19.5,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,9.0,63756.0,65535.0,0.0,20.0,0.0,0.0,0.0,0.0,1708911203851742.0,0.0,1708911203851742.0,1708911203851742.0,BENIGN
35.241.31.122-10.0.2.15-443-51876-6,35.241.31.122,10.0.2.15,443,6,25/02/2024 08:33:45 p.m.,51876.0,52.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38461.53846153846,52.0,0.0,52.0,52.0,52.0,52.0,0.0,52.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,38461.53846153846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,65535.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,1708911225104783.0,0.0,1708911225104783.0,1708911225104783.0,BENIGN
10.0.2.15-23.215.24.142-55072-443-6,10.0.2.15,23.215.24.142,55072,6,25/02/2024 08:33:23 p.m.,443.0,312.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6410.25641025641,312.0,0.0,312.0,312.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,3205.128205128205,3205.128205128205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,1708911203858786.0,0.0,1708911203858786.0,1708911203858786.0,BENIGN
10.0.2.15-132.213.202.32-53291-53-17,10.0.2.15,132.213.202.32,53291,17,25/02/2024 08:33:17 p.m.,53.0,7586.0,1.0,1.0,53.0,164.0,53.0,53.0,53.0,0.0,164.0,164.0,164.0,0.0,28605.325599789085,263.6435539151068,7586.0,0.0,7586.0,7586.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,131.8217769575534,131.8217769575534,53.0,164.0,90.0,64.08587988004847,4107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,135.0,53.0,164.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,82.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,1708911197813837.0,0.0,1708911197813837.0,1708911197813837.0,BENIGN
10.0.2.15-34.107.221.82-38816-80-6,10.0.2.15,34.107.221.82,38816,6,25/02/2024 08:32:58 p.m.,80.0,49665521.0,7.0,7.0,315.0,216.0,315.0,0.0,45.0,119.05880899790658,216.0,0.0,30.857142857142858,81.64032616999309,10.69152179033821,0.2818856969204048,3820424.692307692,5037574.044967517,10239825.0,29.0,49664825.0,8277470.833333334,4079584.373867976,10240329.0,22029.0,49664831.0,8277471.833333333,4079876.5188392363,10240521.0,21429.0,0.0,0.0,0.0,0.0,140.0,140.0,0.1409428484602024,0.1409428484602024,0.0,315.0,35.4,95.27539031670246,9077.4,0.0,0.0,0.0,2.0,14.0,0.0,0.0,0.0,1.0,37.92857142857143,45.0,30.857142857142858,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,15.0,64024.0,65535.0,1.0,20.0,4858.6,9598.831142383951,22029.0,504.0,284818538057200.94,697660063206819.2,1708911178702674.0,8866991.0,BENIGN
10.0.2.15-142.251.41.78-36244-443-6,10.0.2.15,142.251.41.78,36244,6,25/02/2024 08:33:30 p.m.,443.0,13810.0,2.0,2.0,39.0,39.0,39.0,0.0,19.5,27.577164466275352,39.0,0.0,19.5,27.577164466275352,5648.0811006517015,289.64518464880524,4603.333333333334,7388.581009458672,13126.0,4.0,13810.0,13810.0,0.0,13810.0,13810.0,13126.0,13126.0,0.0,13126.0,13126.0,1.0,0.0,0.0,0.0,40.0,40.0,144.82259232440262,144.82259232440262,0.0,39.0,23.4,21.361179742701477,456.29999999999995,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,1.0,29.25,19.5,19.5,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,9.0,63900.0,65535.0,0.0,20.0,0.0,0.0,0.0,0.0,1708911210986022.0,0.0,1708911210986022.0,1708911210986022.0,BENIGN
10.0.2.15-142.251.41.34-46408-443-6,10.0.2.15,142.251.41.34,46408,6,25/02/2024 08:33:29 p.m.,443.0,14483.0,2.0,2.0,39.0,39.0,39.0,0.0,19.5,27.577164466275352,39.0,0.0,19.5,27.577164466275352,5385.624525305531,276.18587309259135,4827.666666666666,7752.170298267018,13770.0,7.0,14483.0,14483.0,0.0,14483.0,14483.0,13770.0,13770.0,0.0,13770.0,13770.0,1.0,0.0,0.0,0.0,40.0,40.0,138.09293654629568,138.09293654629568,0.0,39.0,23.4,21.361179742701477,456.29999999999995,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,1.0,29.25,19.5,19.5,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,9.0,64028.0,65535.0,0.0,20.0,0.0,0.0,0.0,0.0,1708911209864463.0,0.0,1708911209864463.0,1708911209864463.0,BENIGN
10.0.2.15-34.149.100.209-52830-443-6,10.0.2.15,34.149.100.209,52830,6,25/02/2024 08:34:14 p.m.,443.0,661.0,3.0,0.0,63.0,0.0,39.0,0.0,21.0,19.672315572906,0.0,0.0,0.0,0.0,95310.13615733736,4538.57791225416,330.5,277.8929650063132,527.0,134.0,661.0,330.5,277.8929650063132,527.0,134.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,60.0,0.0,4538.57791225416,0.0,0.0,39.0,25.5,18.411952639521967,339.0,1.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,34.0,21.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,21.0,0.0,0.0,63900.0,0.0,1.0,20.0,0.0,0.0,0.0,0.0,1708911254084125.0,0.0,1708911254084125.0,1708911254084125.0,BENIGN
34.149.100.209-10.0.2.15-443-52830-6,34.149.100.209,10.0.2.15,443,6,25/02/2024 08:34:14 p.m.,52830.0,8215.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,486.91418137553256,2738.3333333333335,3917.6434668475554,7258.0,313.0,8215.0,2738.3333333333335,3917.6434668475554,7258.0,313.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,486.91418137553256,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,65535.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,1708911254084833.0,0.0,1708911254084833.0,1708911254084833.0,BENIGN
10.0.2.15-142.251.32.68-53406-443-6,10.0.2.15,142.251.32.68,53406,6,25/02/2024 08:34:15 p.m.,443.0,1273.0,3.0,1.0,63.0,0.0,39.0,0.0,21.0,19.672315572906,0.0,0.0,0.0,0.0,49489.395129615084,3142.1838177533386,424.33333333333337,293.73003478250797,679.0,103.0,1273.0,636.5,754.4829355260462,1170.0,103.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,60.0,20.0,2356.637863315004,785.5459544383347,0.0,39.0,20.4,19.603571103245446,384.29999999999995,1.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,25.5,21.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,63714.0,65535.0,1.0,20.0,0.0,0.0,0.0,0.0,1708911255084755.0,0.0,1708911255084755.0,1708911255084755.0,BENIGN
10.0.2.15-142.251.32.68-53404-443-6,10.0.2.15,142.251.32.68,53404,6,25/02/2024 08:34:15 p.m.,443.0,1489.0,3.0,1.0,63.0,0.0,39.0,0.0,21.0,19.672315572906,0.0,0.0,0.0,0.0,42310.275352585624,2686.366689053056,496.33333333333337,593.9952300594116,1171.0,52.0,1489.0,744.5,979.3428919433683,1437.0,52.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,60.0,20.0,2014.7750167897916,671.591672263264,0.0,39.0,20.4,19.603571103245446,384.29999999999995,1.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,25.5,21.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,63900.0,65535.0,1.0,20.0,0.0,0.0,0.0,0.0,1708911255084921.0,0.0,1708911255084921.0,1708911255084921.0,BENIGN
142.251.32.68-10.0.2.15-443-53406-6,142.251.32.68,10.0.2.15,443,6,25/02/2024 08:34:15 p.m.,53406.0,13687.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,219.18608898955213,6843.5,9664.028378476545,13677.0,10.0,13687.0,6843.5,9664.028378476545,13677.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,219.18608898955213,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,65535.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,1708911255086662.0,0.0,1708911255086662.0,1708911255086662.0,BENIGN
142.251.32.68-10.0.2.15-443-53404-6,142.251.32.68,10.0.2.15,443,6,25/02/2024 08:34:15 p.m.,53404.0,13814.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,217.17098595627624,6907.0,9760.902007499102,13809.0,5.0,13814.0,6907.0,9760.902007499102,13809.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,217.17098595627624,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,65535.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,1708911255086808.0,0.0,1708911255086808.0,1708911255086808.0,BENIGN
10.0.2.15-142.251.41.67-46346-443-6,10.0.2.15,142.251.41.67,46346,6,25/02/2024 08:34:16 p.m.,443.0,526.0,3.0,0.0,63.0,0.0,39.0,0.0,21.0,19.672315572906,0.0,0.0,0.0,0.0,119771.86311787073,5703.42205323194,263.0,236.17366491630688,430.0,96.0,526.0,263.0,236.17366491630688,430.0,96.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,60.0,0.0,5703.42205323194,0.0,0.0,39.0,25.5,18.411952639521967,339.0,1.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,34.0,21.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,21.0,0.0,0.0,63756.0,0.0,1.0,20.0,0.0,0.0,0.0,0.0,1708911256085552.0,0.0,1708911256085552.0,1708911256085552.0,BENIGN
142.251.41.67-10.0.2.15-443-46346-6,142.251.41.67,10.0.2.15,443,6,25/02/2024 08:34:16 p.m.,46346.0,13140.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,304.41400304414003,4380.0,7568.20077693503,13119.0,2.0,13140.0,4380.0,7568.20077693503,13119.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,304.41400304414003,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,65535.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,1708911256086285.0,0.0,1708911256086285.0,1708911256086285.0,BENIGN
10.0.2.15-142.250.31.84-56698-443-6,10.0.2.15,142.250.31.84,56698,6,25/02/2024 08:34:20 p.m.,443.0,366.0,3.0,0.0,63.0,0.0,39.0,0.0,21.0,19.672315572906,0.0,0.0,0.0,0.0,172131.1475409836,8196.72131147541,183.0,152.73506473629428,291.0,75.0,366.0,183.0,152.73506473629428,291.0,75.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,60.0,0.0,8196.72131147541,0.0,0.0,39.0,25.5,18.411952639521967,339.0,1.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,34.0,21.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,21.0,0.0,0.0,63900.0,0.0,1.0,20.0,0.0,0.0,0.0,0.0,1708911260087677.0,0.0,1708911260087677.0,1708911260087677.0,BENIGN
10.0.2.15-142.250.31.84-56692-443-6,10.0.2.15,142.250.31.84,56692,6,25/02/2024 08:34:20 p.m.,443.0,1180.0,3.0,1.0,63.0,0.0,39.0,0.0,21.0,19.672315572906,0.0,0.0,0.0,0.0,53389.83050847457,3389.830508474576,393.33333333333337,315.5698549185795,686.0,59.0,1180.0,590.0,750.9474016201135,1121.0,59.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,60.0,20.0,2542.372881355932,847.457627118644,0.0,39.0,20.4,19.603571103245446,384.29999999999995,1.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,25.5,21.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,64028.0,65535.0,1.0,20.0,0.0,0.0,0.0,0.0,1708911260087509.0,0.0,1708911260087509.0,1708911260087509.0,BENIGN
142.250.31.84-10.0.2.15-443-56698-6,142.250.31.84,10.0.2.15,443,6,25/02/2024 08:34:20 p.m.,56698.0,20164.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,198.37333862328902,6721.333333333333,11582.837404251746,20096.0,5.0,20164.0,6721.333333333333,11582.837404251746,20096.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,198.37333862328902,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,65535.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,1708911260088211.0,0.0,1708911260088211.0,1708911260088211.0,BENIGN
142.250.31.84-10.0.2.15-443-56692-6,142.250.31.84,10.0.2.15,443,6,25/02/2024 08:34:20 p.m.,56692.0,20031.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149.7678598172832,10015.5,14151.328011886375,20022.0,9.0,20031.0,10015.5,14151.328011886375,20022.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,149.7678598172832,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,65535.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,1708911260089299.0,0.0,1708911260089299.0,1708911260089299.0,BENIGN
10.0.2.15-172.217.1.2-48396-443-6,10.0.2.15,172.217.1.2,48396,6,25/02/2024 08:34:22 p.m.,443.0,623.0,3.0,0.0,63.0,0.0,39.0,0.0,21.0,19.672315572906,0.0,0.0,0.0,0.0,101123.59550561798,4815.409309791333,311.5,147.78531726798843,416.0,207.0,623.0,311.5,147.78531726798843,416.0,207.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,60.0,0.0,4815.409309791333,0.0,0.0,39.0,25.5,18.411952639521967,339.0,1.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,34.0,21.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,21.0,0.0,0.0,64028.0,0.0,1.0,20.0,0.0,0.0,0.0,0.0,1708911262091546.0,0.0,1708911262091546.0,1708911262091546.0,BENIGN
172.217.1.2-10.0.2.15-443-48396-6,172.217.1.2,10.0.2.15,443,6,25/02/2024 08:34:22 p.m.,48396.0,14093.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,283.82885120272476,4697.666666666667,7249.597253181265,13048.0,12.0,14093.0,4697.666666666667,7249.597253181265,13048.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,283.82885120272476,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,65535.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,1708911262092232.0,0.0,1708911262092232.0,1708911262092232.0,BENIGN
10.0.2.15-142.251.41.66-37778-443-6,10.0.2.15,142.251.41.66,37778,6,25/02/2024 08:34:23 p.m.,443.0,1056.0,3.0,1.0,63.0,0.0,39.0,0.0,21.0,19.672315572906,0.0,0.0,0.0,0.0,59659.090909090904,3787.8787878787875,352.0,514.733911841837,946.0,37.0,1056.0,528.0,643.4671708797582,983.0,73.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,60.0,20.0,2840.9090909090905,946.9696969696969,0.0,39.0,20.4,19.603571103245446,384.29999999999995,1.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,25.5,21.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,64028.0,65535.0,1.0,20.0,0.0,0.0,0.0,0.0,1708911263091864.0,0.0,1708911263091864.0,1708911263091864.0,BENIGN
10.0.2.15-142.251.41.34-46408-443-6,10.0.2.15,142.251.41.34,46408,6,25/02/2024 08:34:23 p.m.,443.0,990.0,3.0,1.0,63.0,0.0,39.0,0.0,21.0,19.672315572906,0.0,0.0,0.0,0.0,63636.36363636364,4040.4040404040406,330.0,267.67891213168065,608.0,74.0,990.0,495.0,595.383909759073,916.0,74.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,60.0,20.0,3030.3030303030305,1010.1010101010102,0.0,39.0,20.4,19.603571103245446,384.29999999999995,1.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,25.5,21.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,64028.0,65535.0,1.0,20.0,0.0,0.0,0.0,0.0,1708911263092210.0,0.0,1708911263092210.0,1708911263092210.0,BENIGN
142.251.41.66-10.0.2.15-443-37778-6,142.251.41.66,10.0.2.15,443,6,25/02/2024 08:34:23 p.m.,37778.0,14215.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,211.04467112205415,7107.5,9887.474121331494,14099.0,116.0,14215.0,7107.5,9887.474121331494,14099.0,116.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,211.04467112205415,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,65535.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,1708911263094335.0,0.0,1708911263094335.0,1708911263094335.0,BENIGN
142.251.41.34-10.0.2.15-443-46408-6,142.251.41.34,10.0.2.15,443,6,25/02/2024 08:34:23 p.m.,46408.0,16240.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,184.72906403940885,8120.0,11480.585699344785,16238.0,2.0,16240.0,8120.0,11480.585699344785,16238.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,184.72906403940885,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,65535.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,1708911263094479.0,0.0,1708911263094479.0,1708911263094479.0,BENIGN
10.0.2.15-142.251.41.78-36244-443-6,10.0.2.15,142.251.41.78,36244,6,25/02/2024 08:34:24 p.m.,443.0,567.0,3.0,0.0,63.0,0.0,39.0,0.0,21.0,19.672315572906,0.0,0.0,0.0,0.0,111111.11111111111,5291.005291005291,283.5,283.5498192558056,484.0,83.0,567.0,283.5,283.5498192558056,484.0,83.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,60.0,0.0,5291.005291005291,0.0,0.0,39.0,25.5,18.411952639521967,339.0,1.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,34.0,21.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,21.0,0.0,0.0,63900.0,0.0,1.0,20.0,0.0,0.0,0.0,0.0,1708911264093058.0,0.0,1708911264093058.0,1708911264093058.0,BENIGN
10.0.2.15-142.251.41.35-60666-443-6,10.0.2.15,142.251.41.35,60666,6,25/02/2024 08:34:24 p.m.,443.0,790.0,3.0,1.0,63.0,0.0,39.0,0.0,21.0,19.672315572906,0.0,0.0,0.0,0.0,79746.83544303797,5063.291139240506,263.3333333333333,320.42523829020297,633.0,65.0,790.0,395.0,428.5067093990478,698.0,92.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,60.0,20.0,3797.46835443038,1265.8227848101264,0.0,39.0,20.4,19.603571103245446,384.29999999999995,1.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,25.5,21.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,64028.0,65535.0,1.0,20.0,0.0,0.0,0.0,0.0,1708911264093259.0,0.0,1708911264093259.0,1708911264093259.0,BENIGN
